a	12.181137504
e	10.9800709455
i	9.26410314502
o	8.5148822302
l	6.48395330083
n	6.43483964391
r	5.88904432745
s	5.22347506056
t	5.10576071509
c	4.30140575961
d	3.72836028511
u	3.03950163897
p	2.53648273338
v	2.45552441503
m	2.13961269921
g	1.87138875994
h	1.19758107318
f	0.993204887918
b	0.860756445375
Ã	0.819405914869
'	0.690284526505
q	0.688224921537
z	0.500484007167
.	0.339834819682

	0.31527799122
Â	0.284383916703
²	0.225447528395
M	0.203267167203
!	0.201207562236
«	0.195504040787
¨	0.183621704434
-	0.171105643476
A	0.15652997755
¹	0.145756659257
 	0.145281365803
E	0.122784142309
¬	0.115813171649
?	0.106782596021
S	0.0953755531228
G	0.0939496727605
D	0.0895136005222
»	0.0888798759167
C	0.085552821738
I	0.0850775282839
F	0.0831763544675
B	0.0747795034451
L	0.0736704853855
 	0.0676501016336
P	0.0606791309734
T	0.0554509029783
O	0.0489552257723
R	0.0323199548788
V	0.0305772122138
N	0.0291513318515
Q	0.028517607246
U	0.0120407675039
_	0.00602038375193
X	0.0057035214492
1	0.00506979684373
(	0.00396077878417
)	0.00396077878417
7	0.00301019187597
H	0.0028517607246
4	0.00269332957323
9	0.00253489842187
ˆ	0.00253489842187
2	0.0023764672705
j	0.00174274266503
3	0.00158431151367
5	0.0014258803623
0	0.00110901805957
]	0.0009505869082
Z	0.0009505869082
[	0.0009505869082
8	0.0009505869082
6	0.000633724605467
´	0.0004752934541
w	0.000316862302733
­	0.000316862302733
x	0.000158431151367
k	0.000158431151367
¼	0.000158431151367
